antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Home_Medium', 'Tournament_FIFA World Cup'})",frozenset({'Venue_Home Venue'}),0.1541967490824023,0.7174605735489856,0.1349574476666801,0.8752288778446246,1.2198982217450964,1.0,0.024327359630630735,2.2644616924994283,0.21312223849799938,0.1831918970709006,0.5583939426697754,0.531666608924561
frozenset({'Tournament_UEFA'}),frozenset({'Venue_Home Venue'}),0.101520590489251,0.7174605735489856,0.08877505747590046,0.8744537147397696,1.2188177956792843,1.0,0.01593803639645075,2.2504801784088717,0.19981851325516928,0.12157534246575342,0.5556503853737484,0.49909440852796894
"frozenset({'Away_Weak', 'Goals_Medium', 'Tournament_FIFA World Cup'})",frozenset({'Venue_Home Venue'}),0.06909208244262494,0.7174605735489856,0.06037994595248659,0.8739054290718038,1.218053592476795,1.0,0.010809100855507098,2.2406946181045715,0.19230480024173116,0.08314818929126862,0.5537098219810466,0.479031644151373
"frozenset({'Tournament_Other', 'Home_Medium', 'Venue_Home Venue', 'Away_Weak'})",frozenset({'Result_Home Win'}),0.0925261162424878,0.48162787883676844,0.05416851530673981,0.5854402789886661,1.215544831837032,1.0,0.00960535820386614,1.2504160314915387,0.19540357167193698,0.10417313062364257,0.20026617156598192,0.34895496069858734
"frozenset({'Result_Home Win', 'Tournament_Friendly'})","frozenset({'Away_Weak', 'Venue_Home Venue'})",0.15839148146654297,0.5958536683741379,0.11470979712015489,0.7242169595110772,1.2154275419453149,1.0,0.02033165184910099,1.4654502717403148,0.21060177641458203,0.17936427850655906,0.31761587596388596,0.4583651642475172
"frozenset({'Result_Home Win', 'Tournament_Friendly'})","frozenset({'Home_Medium', 'Venue_Home Venue'})",0.15839148146654297,0.45524946557496065,0.0872020328318477,0.5505474917239623,1.2093314399142552,1.0,0.01509439554257773,1.2120313590295353,0.2056738105880323,0.1656451118602513,0.17493883920570105,0.3710476450380244
"frozenset({'Home_Medium', 'Goals_Medium'})",frozenset({'Result_Home Win'}),0.20719557939741057,0.48162787883676844,0.12055822207881257,0.5818571150476932,1.208105138043502,1.0,0.020767054669282484,1.2397009247744508,0.21727612560667098,0.21215132372773088,0.19335383235118722,0.41608557954880265
"frozenset({'Home_Medium', 'Tournament_FIFA World Cup', 'Away_Weak'})",frozenset({'Result_Home Win'}),0.1259629734199169,0.48162787883676844,0.07316581293106926,0.5808517451168749,1.2060176967324914,1.0,0.012498533230862433,1.236727375395548,0.19544340307580538,0.13690566037735852,0.19141435704035784,0.3663826600971696
"frozenset({'Goals_Low', 'Tournament_FIFA World Cup'})",frozenset({'Venue_Home Venue'}),0.10333561892469649,0.7174605735489856,0.08933973298915017,0.8645589383294302,1.205026408702584,1.0,0.01520050056739801,2.086069194719018,0.18975067150958438,0.12213950923628344,0.5206295157746699,0.494540544046658
"frozenset({'Tournament_Other', 'Venue_Home Venue'})","frozenset({'Result_Home Win', 'Away_Weak'})",0.15706046061388296,0.43262211107974025,0.0818779494212076,0.5213148433487417,1.2050120185666,1.0,0.013930121383273167,1.185284066231487,0.20183269428357886,0.1612390786338364,0.15632038893476594,0.35528729301503836
"frozenset({'Home_Medium', 'Venue_Home Venue', 'Away_Weak'})",frozenset({'Result_Home Win'}),0.38252732626144476,0.48162787883676844,0.2210301294720284,0.5778152678194854,1.199713083916632,1.0,0.03679430472762829,1.2278324668112106,0.2695947186259884,0.34368140482910003,0.18555663982636966,0.5183691530454935
